movie_id|title|Animation|Children's|Comedy|Adventure|Fantasy|Romance|Drama|Action|Crime|Thriller|Horror|Sci-Fi|Documentary|War|Musical|Mystery|Film-Noir|Western
1|Toy Story|0.0570004482073708|0.977777777777778|0.0541465559426217|0.721311475409836|0.057995042402806|0.0514734421615802|0.0540850773221668|0.0527707048534104|0.050550290366727|0.0513036838756601|0.0534384369382761|0.0527197619217098|0.0558780770246181|0.0517070657462064|0.0559421342102195|0.0505535985384315|0.0504663134161661|0.0513706959791313
2|Jumanji|0.0509690193713904|0.05206412837373|0.0542991372045206|0.721311475409836|0.0531869854255879|0.403669724770642|0.0540953240196443|0.423076923076923|0.0518594016879589|0.0534684651570742|0.0531315285424322|0.0555478905767441|0.0541306946103416|0.0545968904429638|0.0507373688473131|0.0502694586499452|0.0497339882181997|0.0539288567300207
3|Grumpier Old Men|0.0360481820380245|0.0374468713172603|0.0423155945288032|0.0372471622887055|0.0359086299397112|0.0420981903409174|0.140127388535032|0.0388059742095439|0.0406511380933283|0.0397937860319404|0.04048271622711|0.0366547123094234|0.0436216760065145|0.0433307245959842|0.0411988765207339|0.0418795130283673|0.0383671124166926|0.0392359678533547
4|Waiting to Exhale|0.0360481820380245|0.0374468713172603|0.0423155945288032|0.0372471622887055|0.0359086299397112|0.0420981903409174|0.140127388535032|0.0388059742095439|0.0406511380933283|0.0397937860319404|0.04048271622711|0.0366547123094234|0.0436216760065145|0.0433307245959842|0.0411988765207339|0.0418795130283673|0.0383671124166926|0.0392359678533547
5|Father of the Bride Part II|0.044814261579932|0.0466608982461239|0.0508459603606999|0.0483247825756769|0.0468615479678634|0.0504147190145902|0.140127388535032|0.0491579214502171|0.0491832872883365|0.0494542645020119|0.0508502316311031|0.814814814814815|0.0519215517647197|0.0518729797368125|0.0492296893410565|0.049910709306714|0.0489610060007524|0.0479281308887227
6|Heat|0.049904061098413|0.0524617871084238|0.0552531575248827|0.721311475409836|0.0515174911073003|0.403669724770642|0.0547323710160977|0.0530181841779229|0.0502919187198133|0.0514048146951532|0.0531007356646615|0.0518373469041436|0.0553452083835315|0.0521760622503504|0.0511587449792885|0.0503271534148126|0.0499850528345094|0.0508808109577479
7|Sabrina|0.0360481820380245|0.0374468713172603|0.0423155945288032|0.0372471622887055|0.0359086299397112|0.0420981903409174|0.140127388535032|0.0388059742095439|0.0406511380933283|0.0397937860319404|0.04048271622711|0.0366547123094234|0.0436216760065145|0.0433307245959842|0.0411988765207339|0.0418795130283673|0.0383671124166926|0.0392359678533547
8|Tom and Huck|0.0508786687170655|0.0523339228139178|0.0527315028487378|0.721311475409836|0.054298877426079|0.0513904923325147|0.053599048933176|0.423076923076923|0.0517184739324007|0.0533017913012643|0.0535536686628941|0.0567983661112091|0.0548743448492574|0.0545293707226767|0.0502429610825861|0.0495663022723152|0.0495597921963087|0.054694674371095
9|Sudden Death|0.0427673260069955|0.043771797034629|0.0505019278576202|0.0440114357774859|0.0422905136576912|0.403669724770642|0.140127388535032|0.045514086473603|0.0465380173383614|0.0461836858888479|0.0465581843748024|0.0432358877968|0.0491290072193724|0.0495770270969642|0.0470058293025706|0.0481396030782248|0.044482118269379|0.0453503681691397
10|GoldenEye|0.044601854120783|0.0460830362822972|0.0504946273641197|0.045687488381149|0.0444825119066007|0.0502576444833084|0.140127388535032|0.0471588555629686|0.0497986875240475|0.0491862512118307|0.0488981677238066|0.0451796349737523|0.051675457675548|0.0509120663391946|0.0489963539505141|1.69230769230769|0.0482017857307765|0.047700964532636
11|American President, The|0.0439850518146627|0.0468890159213051|0.168582375478927|0.0436193009803493|0.0434492305494906|0.403669724770642|0.0493715883283388|0.0444847236135904|0.0451867046065911|0.0447659975006995|0.0471931471638518|0.0437174828014479|0.0484936413457199|0.0452877438562746|0.0460824084158663|0.0453044009429262|0.0427142564646636|0.049526291593347
12|Dracula: Dead and Loving It|0.0410060585143262|0.0445286308784491|0.168582375478927|0.0411708254937554|0.0413985042523148|0.0502863896229971|0.140127388535032|0.0425744739428834|0.0447453497653866|0.0429534982714116|0.0444510338264612|0.0411828833671048|0.0462055213769878|0.0464619989805611|0.0451451640794837|0.0453524205566071|0.0415301170947337|0.0472928452718184
13|Balto|0.0482303429686223|0.0497570613094787|0.0531151443392608|0.0526434641385999|0.0501285171511092|0.0513450438295247|0.0540453125579302|0.0546753461102709|0.0538623909651646|0.468085106382979|0.0574576219245714|0.814814814814815|0.0555344103363436|0.0510556610750031|0.0499904677035949|0.0537726275295611|0.0567481315766213|0.0510547510164275
14|Nixon|0.0360481820380245|0.0374468713172603|0.0423155945288032|0.0372471622887055|0.0359086299397112|0.0420981903409174|0.140127388535032|0.0388059742095439|0.0406511380933283|0.0397937860319404|0.04048271622711|0.0366547123094234|0.0436216760065145|0.0433307245959842|0.0411988765207339|0.0418795130283673|0.0383671124166926|0.0392359678533547
15|Cutthroat Island|0.0436702817391745|0.0449459014674859|0.049427368687333|0.0453528197896594|0.0435534321547917|0.0494421963696116|0.140127388535032|0.0486212718470446|0.0511815165226154|0.468085106382979|0.0497641846482309|0.0462565807478139|0.0505961431464444|0.0504444173218618|0.0479729962664095|0.0527142458646545|0.0506133916215927|0.0467046628763337
16|Casino|0.0360481820380245|0.0374468713172603|0.0423155945288032|0.0372471622887055|0.0359086299397112|0.0420981903409174|0.140127388535032|0.0388059742095439|0.0406511380933283|0.0397937860319404|0.04048271622711|0.0366547123094234|0.0436216760065145|0.0433307245959842|0.0411988765207339|0.0418795130283673|0.0383671124166926|0.0392359678533547
17|Sense and Sensibility|0.0459431650321089|0.0492237475775603|0.050551540145669|0.721311475409836|0.0481084570033326|0.0504028657979576|0.140127388535032|0.0497527149423951|0.0487789343597922|0.0484793250881545|0.0490443772200621|0.0479340166872185|0.0517120874615616|0.0522286754131814|0.0498172382883052|0.0497093572363361|0.0476240250044307|0.0477347770270398
18|Four Rooms|0.0478413787033779|0.0481623397591701|0.0518633507711273|0.0530829036373308|0.0480657708000414|0.0508022638556484|0.0532503123659213|0.423076923076923|0.055032494991054|0.468085106382979|0.0548044671682519|0.0546585002621004|0.0540990539615242|0.0519416912292687|0.0486984014681927|0.0528481252864708|0.0520675480814132|0.0539219219534774
19|Ace Ventura: When Nature Calls|0.0406361599664039|0.0449801627460212|0.168582375478927|0.0401505820819689|0.0409515418657768|0.0483314952856111|0.0461855435511534|0.0411214839381943|0.042687726316456|0.0414843298762321|0.0451903647231292|0.0404698652313919|0.0468208460402808|0.0418574376596733|0.0426984268098299|0.0421584269320519|0.0397898601307575|0.0486622933093592
20|Money Train|0.0436702817391745|0.0449459014674859|0.049427368687333|0.0453528197896594|0.0435534321547917|0.0494421963696116|0.140127388535032|0.0486212718470446|0.0511815165226154|0.468085106382979|0.0497641846482309|0.0462565807478139|0.0505961431464444|0.0504444173218618|0.0479729962664095|0.0527142458646545|0.0506133916215927|0.0467046628763337
21|Get Shorty|0.0406361599664039|0.0449801627460212|0.168582375478927|0.0401505820819689|0.0409515418657768|0.0483314952856111|0.0461855435511534|0.0411214839381943|0.042687726316456|0.0414843298762321|0.0451903647231292|0.0404698652313919|0.0468208460402808|0.0418574376596733|0.0426984268098299|0.0421584269320519|0.0397898601307575|0.0486622933093592
22|Copycat|0.0461918307639281|0.0472634043556978|0.0518926690844086|0.0478092280999918|0.0456355357076237|0.0497121221247197|0.0533132863809358|0.0510562973333672|0.0531274094476902|0.468085106382979|0.0549606445796728|0.0496807066110906|0.0552702557473067|0.0487636286647453|0.0482997918075641|0.0533186081957695|0.0526423925807037|0.0495842321478414
23|Assassins|0.058347149644934|0.977777777777778|0.168582375478927|0.721311475409836|0.0559289619981056|0.0540147831222705|0.0531185877324484|0.0516729345332975|0.0505238274305962|0.0502551755222964|0.0522963298893508|0.0517058689609523|0.0533433775468772|0.0511551960400302|2.44444444444444|0.0506135181576017|0.0493667499105728|0.0539019252725406
24|Powder|0.0406361599664039|0.0449801627460212|0.168582375478927|0.0401505820819689|0.0409515418657768|0.0483314952856111|0.0461855435511534|0.0411214839381943|0.042687726316456|0.0414843298762321|0.0451903647231292|0.0404698652313919|0.0468208460402808|0.0418574376596733|0.0426984268098299|0.0421584269320519|0.0397898601307575|0.0486622933093592
25|Leaving Las Vegas|0.0462063881373741|0.047234265509203|0.0528362042773537|0.0472526622569037|0.0457750322394019|0.403669724770642|0.140127388535032|0.0486113823078695|0.0503164135979748|0.0501015257269503|0.049616262674327|0.0466130588931234|0.0517735023839244|0.0518643017629819|0.0497577469393679|1.69230769230769|0.048912280141519|0.0485144428856029
26|Othello|0.0467929738511162|0.0478784929619626|0.0524529186562828|0.047607792258116|0.0462294391396173|0.0497711298356302|0.0533581993990412|0.0485291097443816|0.0492340059389781|0.0496360461731585|0.0525877181849534|0.0474209983054325|1.46666666666667|0.0496333987309392|0.0489283680184991|0.0488230654799024|0.0481027984209606|0.0502295241377073
27|Now and Then|0.0406361599664039|0.0449801627460212|0.168582375478927|0.0401505820819689|0.0409515418657768|0.0483314952856111|0.0461855435511534|0.0411214839381943|0.042687726316456|0.0414843298762321|0.0451903647231292|0.0404698652313919|0.0468208460402808|0.0418574376596733|0.0426984268098299|0.0421584269320519|0.0397898601307575|0.0486622933093592
28|Persuasion|0.0444445350393545|0.0451690145208545|0.0496207581351526|0.049084795497895|0.0449421811059706|0.0496878928898019|0.140127388535032|0.423076923076923|0.0499988377872667|0.0497845557572564|0.0485339048923084|0.0476599451263631|0.0505778856398554|0.0525623482308363|0.0479556853165829|0.0488492762414969|0.0457939538814868|0.051722923888605
29|City of Lost Children, The|0.0475225816302861|0.0478454889268564|0.0524816688839587|0.0529938865563962|0.0477868947652442|0.0504040436745724|0.0536454792009752|0.423076923076923|0.0516360660087942|0.0527926481453488|0.0532993976512132|0.051859859192472|0.0555950912445734|0.0525773674090677|0.0485836603491069|0.0487780280129045|0.0477639070128379|0.0555806664716968
30|Shanghai Triad (Yao a yao yao dao waipo qiao)|0.0570004482073708|0.977777777777778|0.0541465559426217|0.721311475409836|0.057995042402806|0.0514734421615802|0.0540850773221668|0.0527707048534104|0.050550290366727|0.0513036838756601|0.0534384369382761|0.0527197619217098|0.0558780770246181|0.0517070657462064|0.0559421342102195|0.0505535985384315|0.0504663134161661|0.0513706959791313
31|Dangerous Minds|0.0360481820380245|0.0374468713172603|0.0423155945288032|0.0372471622887055|0.0359086299397112|0.0420981903409174|0.140127388535032|0.0388059742095439|0.0406511380933283|0.0397937860319404|0.04048271622711|0.0366547123094234|0.0436216760065145|0.0433307245959842|0.0411988765207339|0.0418795130283673|0.0383671124166926|0.0392359678533547
32|Twelve Monkeys|0.0460906167255579|0.0469666243075367|0.0527047630525755|0.047675189663876|0.0456603416019833|0.403669724770642|0.140127388535032|0.0491742657762696|0.0493250041470896|0.0491702822353638|0.049417350354317|0.0468445557411405|0.0519377030390255|1.41935483870968|0.0496330774976699|0.0505275521914956|0.0475808031054338|0.0483928885773621
33|Wings of Courage|0.0505426781557685|0.0510363211423092|0.0538734054134199|0.0512934295292453|0.04981194335069|0.0525777329298257|0.0549224137587611|0.0536733339710973|1.12820512820513|0.468085106382979|0.0554610356322914|0.0526590243793491|0.0554431746065888|0.0517776327372851|0.0514788015415267|1.69230769230769|4.4|0.0522730504152108
